"RegNo","Category1","Category2","Genre1","Genre2","Genre3","Latitude","Longitude","Name","ZipCode","Adress1","Adress2","Adress3","Adress4","BusinessTime","RegularHoliday","Tel","Email","BarrierFree","BarrierFreeOther","OfficialSite","URL","URL2","Remarks","WiFiAvailability","SSID","WiFiUseLocation","EncryptionFlag","AuthenticationFlag","FilteringFlag","ChargingOutletFlag","CarrierWiFi","PR","Access","ParkingFlag","ParkingInformation","Credit","CreditList","Photo1","Photo2","Photo3","ForeignLanguages","ForeignLanguagesOther","Gourmet","TotalSseats","PrivateRoom","Budget","Cigarette","ChildSupport","ChildSupportOther","TatamiRoom","ForeignLanguageMenu","Vegetarian","KindHotSpring","Facilities","FacilitiesOther","BathingFee","TimeToEnjoy","ExperienceFee","AccommodationFee","TypeRoom","HotSpringsFlag","HotSpringsUtilizationTime","PickUp","TVViewing","CurrencyExchange","OverseasATM","DutyFree","Delivery","Pictogram1","Pictogram2","Pictogram3","Pictogram4","Pictogram5","Pictogram6","Pictogram7","Pictogram8","Pictogram9","Pictogram10","Coupon","CouponDescription","IntroductionVideo","ElectronicData1","ElectronicData2","ElectronicData1Description","ElectronicData2Description","Notice","Halal","SearchTag","Remarks1","Remarks2","Remarks3","DispFlg","TimeStamp"
"100401","くらし","","","スクール・習い事","","33.264809","129.882801","伊万里看護学校","848-0027","佐賀県","伊万里市","立花町","1542-15","8:50～16:30","土曜日、日曜日、祝日","0955-23-4635","imari-ns@po.saganet.ne.jp","","","http://imari-ns.jp/","","","","1","","2","2","2","2","1","","伊万里看護学校は自然豊かで、歴史ある伊万里市内に位置し、伊万里富士を望む高台の閑静で空気清涼な恵まれた環境にあります。<br />実践に役立つ学問体系と人間理解を深めた豊かな人格の形成、生命の現場においての確固とした意思を築くための手厚い教育を行っています。","伊万里駅より車で約５分、徒歩で約20分","2","","2","","100401_1.jpg","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2017/03/31 13:02:29"
"100405","くらし","","","","","33.419908","130.526793","基山町立図書館","841-0204","佐賀県","三養基郡基山町","大字宮浦","60-1","9:00～18:00","月曜日、祝日、国民の休日、年末年始、特別整理期間","0942-92-0289","toshokan-1@town.kiyama.lg.jp","段差なし／身障者等用駐車場／身障者用トイレ／身障者オストメイト／その他（自由記述）","視聴覚資料あり","http://www.kiyama-lib.jp","","","","1","kiyamatoshokan","2","1","1","1","2","","基山町立図書館は地域の情報・交流の拠点として毎週火曜日から日曜日の９時から18時まで開館しております。<br />地域の情報拠点として、本をはじめ、絵本、紙芝居、ＣＤ・ＤＶＤなどがご利用いただけます。<br />施設はどなたでもご利用になれますが、本などの貸し出しについては、基山町、鳥栖市、小郡市、久留米市、みやき町、上峰町にお住まいの方、基山町に通勤・通学をされている方が可能です。<br />どうぞお気軽にご利用下さいませ。","基山駅から徒歩10分","1","無料（40台）","2","","100405_1.jpg","100405_2.jpg","100405_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","accessible_slope.png","bicycle.png","parking.png","","","","","","","","","","","","","","","","","","","1","2017/03/31 13:04:00"
"100406","観光","","","","","33.002022","130.149015","針茂果樹園","849-1603","佐賀県","藤津郡太良町","大字糸岐","8474","9:00～16:00","１月～９月（期間中の10月～12月は雨天時）","090-8299-9211","kosumosumikan@gmail.com","","","","http://www.kashimacity.com/play/harimo/","","","1","HARIMO-G-AP","2","1","1","2","2","","太良町の大自然と共存し、有明海が一望できる海抜200メートルの土地にみかん園を構え、五十余年。自然のサイクルと土づくり、根づくりに重点をおき、安心安全な旬の味を皆様にお届け致します。","ＪＲ長崎本線多良駅より車で10分","1","無料（10台）","2","","100406_1.jpg","100406_2.jpg","100406_3.jpg","","","","","","1,000円から","喫煙可","","","2","","2","","","","","30分～１時間","入園料1,000円","","","","","2","2","2","2","2","","smoking_area.png","post.png","parking.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/31 13:04:56"
"100407","グルメ","","その他","","","33.201592","129.923704","レストガーデン・ミニ","849-2305","佐賀県","武雄市","山内町大字宮野","325-1","11:00～21:00","毎週水曜日、第３木曜日","0954-45-3533","mini-cafe@chive.ocn.ne.jp","","","http://www.mini-cafe.com/","https://www.facebook.com/Restgarden.mini/","","","1","Ｒｅｓｔｇａｒｄｅｎ　Ｍｉｎｉ　ｆｒｅｅ　Ａ－Ｇ","1","2","2","2","2","","オープンして30年。家族でのんびり営む、田舎カフェ。自然に包み込まれて、ゆったりとした時間の流れを感じながらお腹とココロを満たして下さい。<br />バリスタおすすめの豊富なコーヒーメニューや、ボリュームたっぷりの創作家庭料理など、きっとご満足いただけると思います。<br />少しずつ作り上げてきた自慢の庭で四季を楽しむ事ができます。","ＪＲ佐世保線三間坂駅より車で８分、上有田駅より車で６分","1","無料","2","","100407_1.jpg","100407_2.jpg","100407_3.jpg","","","","60席","","","","その他（自由記述）","離乳食の持ち込みも可能、ブックコーナーに絵本あり。","2","英語","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","parking.png","restaurant.png","coffee_shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/31 13:05:44"
"100409","買い物","グルメ","","","","33.356455","130.361182","神崎めん工房「百年庵」・井上製麺","842-0123","佐賀県","神埼市","神埼町的","1779","「百年庵」<br />　月～金　　 11:00～14:00<br />　土・日・祝　11:00～15:00<br />井上製麺　　　9:00～18:00","「百年庵」　毎週水曜日　<br />井上製麺　不定休","0952-52-2625","info@iimen.com","","","","","","","1","","1","1","1","1","1","","","","1","","1","","100409_1.jpg","100409_2.jpg","100409_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","parking.png","restaurant.png","coffee_shop.png","shop.png","consent.png","","","","","","","","","","","","","","","","","","1","2017/03/31 13:06:33"
"100412","くらし","","","医療・健康・介護","","33.256819","130.30388","医療法人同愛会 副島病院","840-0811","佐賀県","佐賀市","大財","1-6-60","＜平日＞<br />9:00～13:00、14:00～18:00（受付時間 8:30～12:00まで、13:30～17:30まで）<br />＜土曜日＞<br />9:00～14:00（受付時間 8:30～13:30まで）","休診：日曜日、祭日","0952-24-5251","info@soejima.or.jp","段差なし／身障者等用駐車場／身障者用トイレ／その他（自由記述）","院内全てバリアフリーになっております。また、正面玄関には車椅子を用意（５～６台）しております。","http://www.soejima.or.jp/","","","","1","soejimahp","1","2","1","2","2","docomo／softbank／au","佐賀市内の中心部に位置し、古くから地域の皆様と密着した医療を展開してきております。<br />また、「患者様の身になって」、「患者様の言葉に耳を傾け」、「患者様と共に歩む」という病院の理念のもと、スタッフ一同、日々より良い医療を目指し、患者様が安心して適切な医療看護を受けれられるよう目指しております。<br />さらに、安全・安心及び快適な医療を提供するために、当院はグッドデザイン賞金賞を受賞しています。","ＪＲ長崎本線佐賀駅から車で約５分<br />佐賀市営バス：大財町バス停より徒歩10分、副島病院前バス停より下車０分","1","47台（身障者用１台含む。）、有料（最初の３０分無料）<br />8:00～13:00まで：30分毎￥100<br />13:00～翌朝8:00まで：１時間毎￥100<br />（13:00～翌朝8：00まで最大￥500）","1","VISA／Master／AMEX／JCB／Diners","100412_1.jpg","100412_2.jpg","100412_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","hospital.png","toilets.png","accessible_facility.png","accessible_slope.png","bus_busstop.png","parking.png","","","","","","","","","","","","","","","","","","1","2017/03/31 13:08:00"
"100413","観光","","","","","33.329757","130.308491","佐賀市徐福長寿館","849-0906","佐賀県","佐賀市","金立町大字金立","1197-166","9:00～17:00（入場は16:30まで）","月曜日（当該日が国民の祝日に当たるときは、その翌日）","0952-98-0696","jofuku_saga@yahoo.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www2.saganet.ne.jp/jyofuku/","","","","1","","1","2","2","1","2","","「徐福は日本のどこへ上陸したのか」、「不老不死の薬は探し当てたのか」、「大陸の先端技術は弥生文明に影響を与えたのか」真相は明確にはされていませんが、佐賀には徐福にまつわる伝説が多く残され、現在まで語り継がれています。<br />当館では、ロマンあふれる徐福と徐福伝説に関する資料の展示や、徐福研究の最新情報を発信しています。<br />また様々な講座やイベントを行い、地域の人々の交流の場としてもご活用いただいています。","車：長崎自動車道佐賀大和インターチェンジより約１０分。（金立サービスエリアから徒歩５分）<br />バス：佐賀駅バスセンターより佐賀市営バス[30系統]尼寺・金立線30分、金立いこいの広場下車徒歩５分。","1","大型バス10台。高速道路利用者は金立サービスエリア駐車場も利用可。","2","","100413_1.jpg","100413_2.jpg","100413_3.jpg","外国語パンフレット／その他（自由記述）","・土曜日：韓国語を話せるスタッフ１名。<br />・日曜日：中国語が話せるスタッフ１名。<br />※平日はご相談ください。","","","","","全禁煙","","","2","","2","","","","","","大人：300円　小・中学生：150円（団体割引あり（20名以上））","","","","","2","2","2","2","2","","question_and_answer.png","information.png","toilets.png","accessible_facility.png","accessible_slope.png","bus_busstop.png","parking.png","shop.png","museum.png","no_smoking.png","","","","","","","","","","","","","","1","2017/03/31 13:12:45"
"100414","くらし","","","生活一般／イベント","","33.426982","130.524243","基山町民会館","841-0204","佐賀県","三養基郡基山町","大字宮浦","666","9:00～22:00","毎月第４月曜日（ただし、休日の場合はその翌日）<br />12月29日から翌年１月３日まで","0942-92-1211","kiyama-kaikan@bm.nnr.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.town.kiyama.lg.jp/soshiki/27/shisetsu-chominkaikan.html","","","","1","town of KIYAMA","1","1","1","1","2","","基山町民会館は、人、文化、芸術が出逢う場所として、基山町内、町外を問わずどなたでもご利用可能です。<br />国内最高級のピアノを設置し、800席の固定座席を備えた大ホールや、多目的ホールとして利用できる小ホール、各種会議室など、様々な施設をご利用できます。<br />利用のお申し込みの際は、基山町民会館事務室まで直接お越しください。","基山駅から徒歩10分","1","無料（161台）","2","","100414_1.jpg","100414_2.jpg","100414_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_facility.png","accessible_slope.png","bus_busstop.png","bicycle.png","parking.png","","","","","","","","","","","","","","","","","1","2017/03/31 13:16:40"
"100419","宿泊","グルメ","和食","","","32.956367","130.221705","竹崎観光ホテル梅崎亭","849-1614","佐賀県","藤津郡太良町","大字大浦","47","チェックイン 16:00<br />チェックアウト 10:00<br />レストラン 11:00～22:00","不定休","0954-68-2585","","","","http://umezakitei.jp/","","","","1","umezakitei","1","1","2","2","1","","竹崎では、老舗の旅館梅崎亭ならではの、海の幸をふんだんに使った網元料理が自慢です。<br />有明海は、四季折々に美味なる味覚を生み出してくれる、豊かな海です。<br />また、竹崎には源泉『たら竹崎温泉』があり、豊かにわき出る温泉の湯につかり心ゆくまでくつろげるひとときをご提供いたします。","ＪＲ長崎本線大浦駅より車で５分","1","無料（30台）","2","","","","","","","竹崎かに、竹崎かき","100席","10部屋","","喫煙可","その他（自由記述）","ベビーベッド他、離乳食の持ち込み可能","1","","2","大浴場／貸切風呂","サウナ","","","","","13,000円～","和室","立ち寄り湯あり","要問合せ","1","2","2","2","2","不可","information.png","toilets.png","hotel.png","nursery.png","parking.png","restaurant.png","shop.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","1","2017/03/31 13:20:06"
"200001","くらし","","","生活一般","","33.28851","130.110063","多久市役所庁舎","846-8501","佐賀県","多久市","北多久町大字小侍","7-1","8:30～17:15","土、日、祝祭日、年末年始（12月29日～１月３日）","0952-75-2111","johosuishin@city.taku.lg.jp","段差なし／スロープあり／身障者等用駐車場／身障者用トイレ","","https://www.city.taku.lg.jp/","https://www.facebook.com/taku2111city","http://accountpage.line.me/takucity","","1","taku-city-wifi","2","2","1","1","2","","多久市では、平成26年12月１日から市役所来庁者向けに無料のインターネット接続サービス『taku-city-wifi』を開始しました。<br />利用できる場所は市役所　本庁１階（電波の届くエリア）です。<br />利用可能な時間帯は市役所開庁日の午前８時30分から午後５時15分となっています。","ＪＲ唐津線中多久駅から北へ徒歩５分<br />国道203号線沿い多久警察署、多久郵便局に隣接","1","無料","2","","200001_1.jpg","200001_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","question_and_answer.png","information.png","toilets.png","accessible_facility.png","accessible_slope.png","cash_service.png","telephone.png","nursery.png","bus_busstop.png","parking.png","","","","","","","","","","","","","","1","2017/03/31 13:20:57"
"200002","くらし","","","","","33.254764","130.301193","佐賀県聴覚障害者サポートセンター","840-0826","佐賀県","佐賀市","白山2-1-12","佐賀商工ビル４階","9:30～18:00（水曜延長開館9:30～20:00）","毎週月曜日、祝祭日、年末年始","0952-40-7700","info@saga-mimisapo.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://saga-mimisapo.jp","","","","1","4F_freespace","1","2","2","2","1","","当センターでは、「最近、お友達とのおしゃべりが聞こえにくくなってきた」など、日常生活の中で“聞こえ”に不安がある方の相談を言語聴覚士が受けます。聴力測定もできます。お気軽にお越しください。<br />聞こえない大変さを経験している同じ聴覚障害者による相談（ピアカウンセリング）や、手話通訳・要約筆記・字幕制作など、情報保障の支援を行う方の養成・派遣も行っています。詳しくはホームページをご覧ください。","ＪＲ長崎本線佐賀駅から徒歩15分<br />白山バス停より徒歩３分","1","有料（センター利用者に限り無料券配布、満車時は近隣の提携駐車場にとめてください）","2","","200002_1.jpg","200002_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","accessible_facility.png","accessible_slope.png","bus_busstop.png","parking.png","no_smoking.png","no_uncaged_animals.png","consent.png","","","","","","","","","","","","","","","","","1","2017/03/31 13:22:11"
"200003","くらし","","","生活一般","","33.288369","130.096504","多久市まちづくり交流センター あいぱれっと","846-0002","佐賀県","多久市","北多久町大字小侍","1016-2","8:00～22:00","12月31日～１月３日","0952-22-2203","info@aiparet.com","段差なし／スロープあり／身障者等用駐車場／身障者用トイレ／身障者オストメイト／その他（自由記述）","","http://www.aiparet.com/","https://www.facebook.com/aiparetto","","","1","i-palette","1","2","2","1","1","docomo／softbank／au","交流センターは、まちなかの居場所として、イベントや交流によるまちづくり活動を通してまちなかに賑わいをもたらす施設です。<br />施設には、カフェや図書ラウンジコーナー、会議室、キッズスペース、地域活動の打ち合わせなど気軽に利用できるふれあいコーナー、今人気のボルダリングウォールを完備しています。<br />このほかにもハローワークやコンビニ、おしゃれなインテリア雑貨店、高齢者相談室もあります。お気軽にご利用ください。","ＪＲ唐津線多久駅から徒歩０分","1","無料（17台、うち１台身障者用）","2","","200003_1.jpg","200003_2.jpg","200003_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_facility.png","accessible_slope.png","railway_railway_station.png","parking.png","consent.png","","","","","","","","","","","","","","","","","1","2017/03/31 13:25:00"
"200004","観光","買い物","","","","33.287544","129.902420","松浦唐津 今岳窯","848-0021","佐賀県","伊万里市","大坪町甲","1384-1","9:00～17:00","１月１日、８月15日","0955-23-3583","info@imadake-gama.com","段差なし／スロープあり","","http://imadake-gama.com/","http://mizzo830.sagafan.jp/","","","1","imadake-gama","1","1","2","2","1","","古く茶の湯の道具として愛されてきた唐津焼。溝上藻風、良博、雅人　親子３人が古唐津の柔らかい風合いと温もりを伝える逸品を伝統と美を追求しながら伊万里の地で制作しています。<br />第二展示場には親子の受賞作品や古唐津の資料展示などもあり、工房、登り窯の見学もできます。<br />陶芸体験（手びねり）　１kg　3,500円、絵付け（湯呑大800円　七寸皿2,000円など）<br />この機会に是非、体験をしてはいかがですか。","ＪＲ筑肥線伊万里駅より唐津方面へ車で10分（４km）、国道202号線沿いにあり。アクセス便利。","1","無料（10台）、大型バスの駐車も可","1","VISA／Master／AMEX／JCB／銀聯／Diners","200004_1.jpg","200004_2.jpg","200004_3.jpg","","","","","","","","","","2","","2","","","","","","ロクロ体験 約２時間","","","","","2","2","2","2","2","国内配送可","toilets.png","accessible_slope.png","parking.png","shop.png","baggage_delivery_service.png","consent.png","","","","","","","","","","","","","","","","","","1","2017/03/31 13:25:56"
"200005","観光","買い物","","","","33.08149","130.015846","肥前吉田焼窯元会館","843-0303","佐賀県","嬉野市","嬉野町大字吉田丁","4525-1","8:30～16:30","12/29～1/1","0954-43-9411","yoshidayaki@po.ktknet.ne.jp","スロープあり","","http://ureshino-style.jp","","","","1","45251","1","1","2","1","2","","窯元まで足を運びたいけれど時間がない人や、窯元巡りの下調べをしたい人におすすめ。<br />８つの窯元や商社の製品を展示販売しているほか、絵付体験700円～、手びねり体験2,100円（消費税、送料別途）もできます。","長崎自動車道嬉野インターチェンジから車で10分","1","無料（50台）","1","","200005_1.jpg","200005_2.jpg","200005_3.jpg","","","","","","","全禁煙","オムツ交換スペース","","2","","2","","","","","楽焼体験：約１時間　手びねり体験：約２時間","楽焼体験：700円～、手びねり体験：2,100円","","","","","1","2","2","2","1","国内配送可／海外配送可","information.png","accessible_slope.png","parking.png","coffee_shop.png","shop.png","museum.png","no_smoking.png","","","","","","","","","","","","","","","","","1","2017/03/31 13:26:45"
"200006","買い物","","","","","33.258558","130.096880","多久市物産館 朋来庵（ほうらいあん）","846-0031","佐賀県","多久市","多久町","1837-1","9:30～17:00","第３火曜日、月末棚卸日（土日を挟む場合は前後しします。）、12月29日～31日（31日は夜より営業）","0952-74-2502","takuinfo@po.taku.ne.jp","スロープあり","","http://taku-kankou.com/","https://ja-jp.facebook.com/takushihouraian","","","1","houraian-g","1","2","2","2","2","","国の重要文化財「多久聖廟」の入り口にあり、地元の特産品や孔子さまグッズなど、多久ならではの商品が一堂にそろいます。<br />また、観光協会の事務所も併設しており、多久聖廟の無料ガイドの受付も行っています。<br />多久聖廟のご参拝の際には、是非お立ち寄りください。","ＪＲ唐津線多久駅より車で10分、長崎自動車道多久インターチェンジより15分","1","無料（150台）","2","","200006_1.jpg","","","外国語パンフレット","","","","","","分煙","","","2","","2","","","","","40分～60分","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_slope.png","smoking_area.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","1","2017/03/31 13:27:22"
"200007","買い物","グルメ","軽食","スクール・習い事／子育て・教育","","33.339017","130.257828","道の駅 大和そよかぜ館","840-0203","佐賀県","佐賀市","大和町大字梅野","805","9:00～18:00","１月１日～３日","0952-64-2296","yamato@soyokazekan.com","身障者等用駐車場／身障者用トイレ／身障者オストメイト","","http://www.soyokazekan.com/","","","","1","SAGA_City_FreeWiFi","1","2","2","1","2","その他","「道の駅」大和そよかぜ館は、福岡市と佐賀市を結ぶ国道263号と嘉瀬川沿いの美しい自然の中に立地する施設です。<br />地元の農産品、特産品を豊富に取り揃えた直売所を始め、干し柿ソフトなど地元ならではのオリジナル商品が並ぶベジタブルぱーしもん。嘉瀬川の清流を望むオートキャンプ場（６サイト）を併設しています。<br />お近くをお通りの際はぜひお立ち寄りください。","長崎自動車道佐賀大和インターチェンジより国道263号を三瀬方面へ約５分","1","無料（100台、大型８台含む。）","2","","200007_1.jpg","200007_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","information.png","toilets.png","accessible_facility.png","accessible_slope.png","telephone.png","parking.png","coffee_shop.png","shop.png","baggage_delivery_service.png","camp_site.png","","","","","","","","","","","","","","1","2017/03/31 2:27:47"
"200008","宿泊","","","","","33.36869","130.203912","古湯温泉「ONCRI／おんくり」","840-0501","佐賀県","佐賀市","富士町大字古湯","556","チェックイン15:00、チェックアウト11:00","不定休","0952-51-8111","info@oncri.com","スロープあり","","http://www.oncri.com/","https://www.facebook.com/pages/古湯温泉-ONCRI-おんくり-Furuyu-Onsen-ONCRI/219966068040003","","","1","ONCRI","2","2","2","2","1","","ぬる湯に浸かり時を忘れる、山峡の湯治リゾート。「ONCRI／おんくり」は、頂戴したご恩を誰かに送る、その方がまた誰かにという、&quot;恩送り&quot;、&quot;感謝の連鎖&quot;を意味します。時を忘れるほど寛ぐことができ、時を忘れるほど夢中になれる宿を目指して。","長崎自動車道佐賀大和インターチェンジよりお車で約15分","1","無料（120台）","1","VISA／Master／AMEX／JCB／Diners","200008_1.jpg","200008_2.jpg","200008_3.jpg","外国語メニュー／外国語パンフレット","","","400席","あり（13室）","昼 1,080円から<br />夜 7,560円から","全禁煙","お子様メニュー／キッズスペース","","1","英語","1","","マッサージ／サウナ","","大人1,200円 小人600円","","","19,000円","ツイン／和室／和洋室","あり／立ち寄り湯あり","10:00～20:00","1","2","1","2","2","国内配送可／海外配送可","accessible_slope.png","hotel.png","parking.png","restaurant.png","coffee_shop.png","bar.png","shop.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","1","2017/03/31 2:26:25"
"200009","観光","","","","","33.247952","130.308836","佐賀市大隈記念館","840-0054","佐賀県","佐賀市","水ヶ江","2-11-11","9:00～17:00","年末年始（12/29～1/3）","0952-23-2891","kinenkan@b1.bunbun.ne.jp","スロープあり／身障者等用駐車場／身障者用トイレ／その他（自由記述）","","http://www.okuma-museum.jp/","","","","1","Saga_City_FreeWiFi","1","2","2","2","2","","日本に近代的な政党内閣制度を導入し、２度にわたって内閣総理大臣を務めた政治家として、また早稲田大学の創設者として知られる大隈重信侯。<br />その生誕の地に大隈記念館がオープンしたのは、昭和42年10月のことでした。以来50年近くを経た平成27年２月、内外装を刷新してリニューアルオープンした大隈記念館では、大隈侯の生きざまや功績を貴重な資料を添えて展示し、映像でも紹介しています。","佐賀駅バスセンターから「大隈記念館入口」バス停下車徒歩３分<br />長崎自動車道佐賀大和インターチェンジから車で20分","1","無料（50台）","2","","200009_1.jpg","200009_2.jpg","200009_3.jpg","","","","","","大人300円、小中学生150円","全禁煙","","","2","","2","","","","","約１時間","入館料 大人300円、小中学生150円","","","","","2","2","2","2","2","","accessible_facility.png","accessible_slope.png","parking.png","museum.png","no_smoking.png","","","","","","","","","","","","","","","","","","","1","2017/03/31 2:24:17"
"200010","観光","","","","","33.254099","130.306669","佐賀市歴史民俗館","840-0823","佐賀県","佐賀市","柳町","2-9","9:00～17:00","毎週月曜日、（ただし当日が祝日のときはその翌日） <br />祝日の翌日、年末年始","0952-22-6849","rekimin@b1.bunbun.ne.jp","スロープあり／身障者用トイレ","","http://sagarekimin.jimdo.com/","","","","1","Saga_City_FreeWiFi","1","2","2","2","2","","佐賀市歴史民俗館は歴史的に貴重な建物を後世に伝えようと整備された旧長崎街道沿いにある５つの建物群（旧古賀銀行、旧古賀家、旧福田家、旧牛島家、旧三省銀行）の総称です。<br />大正時代の洋風建築の様式を今に残す旧古賀銀行にはカフェ「浪漫座」が併設されており、大正ロマンあふれる空間でゆったりとした時間を過ごしていただけます。","バス停「呉服元町」下車、徒歩１分","1","無料（約60台）","2","","200010_1.jpg","200010_2.jpg","200010_3.jpg","","","","","","","","","","2","","2","","","","","約１時間","無料（旧古賀家と旧福田家の貸館は有料）","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","bus_busstop.png","parking.png","coffee_shop.png","historicak_monument.png","","","","","","","","","","","","","","","","","","1","2017/03/31 2:21:51"
"200011","買い物","観光","","","","33.216697","130.359858","佐賀市観光情報発信会館 橋の駅ドロンパ","840-2102","佐賀県","佐賀市","諸富町大字為重","214-4","9:30～18:00","12月31日～１月３日","0952-47-5209","","スロープあり／身障者等用駐車場／身障者用トイレ","","","","","","1","Saga_City_FreeWiFi","1","2","2","1","2","docomo／softbank／au","佐賀市観光情報発信会館橋の駅ドロンパは、国内最古の昇開式可動橋「筑後川昇開橋」のたもと（佐賀市諸富側）に位置し、地元有明海の幸や地元農産物など、旬で新鮮な食材を品揃えしております。<br />広々とした館内で、特産物等のお買い物や佐賀の観光情報を知ることができます。<br />休憩やお買い物にご利用ください。","ＪＲ長崎本線佐賀駅から車で20分","1","無料（21台）、近隣の諸富港駐車場も利用可能。","2","","200011_1.jpg","200011_2.jpg","","","","","","","","全禁煙","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_facility.png","accessible_slope.png","parking.png","shop.png","view_point.png","no_smoking.png","","","","","","","","","","","","","","","","1","2017/03/31 2:20:06"
"200012","宿泊","グルメ","和食／その他","","","33.262955","130.299604","佐賀ワシントンホテルプラザ","840-0801","佐賀県","佐賀市","駅前中央","1-164","チェックイン15:00<br />チェックアウト11:00","年中無休","0952-25-1111","info@saga-washington.jp","スロープあり／身障者等用駐車場／身障者用トイレ／その他（自由記述）","","http://www.saga-washington.jp/","https://www.facebook.com/saga.washington.hotel","","","1","SWHP、 SWHP-WiFi","2","2","2","2","2","","ＪＲ佐賀駅より徒歩３分。佐賀市内の中心に位置し、九州の観光やビジネスの拠点として最適なホテルでございます。<br />館内にございます和洋の直営レストランはさが地産地消の店登録店として郷土色豊かなお料理をご提供しております。","ＪＲ長崎本線佐賀駅より徒歩３分","1","有料（54台１泊600円）、近隣にコインパーキングあり。","1","VISA／Master／AMEX／JCB／銀聯／Diners","200012_1.jpg","200012_2.jpg","200012_3.jpg","外国人スタッフ／その他（自由記述）","英語／中国語が話せるスタッフが在籍","","","","","","お子様メニュー／オムツ交換スペース","","2","","2","","","","","","","シングル1泊6,500円～","シングル／ツイン／ダブル","なし","","2","2","2","2","2","国内配送可","information.png","toilets.png","accessible_facility.png","accessible_slope.png","hotel.png","nursery.png","parking.png","restaurant.png","bar.png","shop.png","","","","","","","","","","","","","","1","2017/03/31 2:18:54"
"200016","宿泊","","","","","33.450829","129.983396","洋々閣","847-0017","佐賀県","唐津市","東唐津","2-4-40","チェックイン15:00、チェックアウト10:00","不定休","0955-72-7181","info@yoyokaku.com","身障者用トイレ","","http://www.yoyokaku.com","","","","1","yoyokaku","2","2","2","2","1","","私どもは古き佳き時代の宿の文化と日本の伝統を守りたいと願っております。100年を過ぎました建物の趣は残しながら現代の利便性を加えた改修を施しつつ日々の営みを続けています。<br />お料理は玄界灘の豊富な魚介類をご用意いたしております。館内には隆太窯、monohanakoギャラリーもございますので、どうぞお気軽にお立ち寄りくださいませ。","ＪＲ唐津駅から車で7分、ＪＲ筑肥線東唐津駅より車で４分","1","無料（30台）","1","VISA／Master／AMEX／JCB／Diners","200016_1.jpg","200016_2.jpg","200016_3.jpg","外国語メニュー","英語、韓国語対応","","","","","","お子様メニュー／その他（自由記述）","離乳食の持ち込みも可能","1","英語／韓国語","1","","","","","","","18,000円～45,000円（税別）","和室","なし","","1","2","2","2","2","国内配送可","information.png","toilets.png","hotel.png","parking.png","tatami.png","","","","","","","","","","","","","","","","","","","1","2017/03/31 2:17:27"
"200017","くらし","","","","","33.272928","129.869609","有限会社タップITセンター","848-0031","佐賀県","伊万里市","二里町八谷搦","380-3","8:45～17:45","日曜日、祝日","050-3385-8805","info@tap-net.com","","","http://tap-net.com/","https://www.facebook.com/tap3330/","","","1","TAP-SHOP-1、TAP-SHOP-2","1","2","2","2","2","","「電話、パソコン、インターネットの強い味方」通信機器、パソコンの販売・設定・保守を一貫して行っております。<br />トラブル対応、データ復旧等、パソコン、タブレット、スマホでお困りのときはお気軽にお尋ねください。","伊万里駅から徒歩10分","1","無料","1","VISA／Master","200017_1.jpg","200017_2.jpg","200017_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/31 2:15:57"
